pincode,age_0_5,age_5_17,age_18_greater,new_date,state_clean,district_clean,month
743611,0,1,0,2025-09-19,West Bengal,South 24 Parganas,9
733123,0,2,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733129,2,1,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733214,1,0,0,2025-09-19,West Bengal,Uttar Dinajpur,9
721301,3,1,0,2025-09-19,West Bengal,,9
736121,1,0,0,2025-09-19,West Bengal,Alipurduar,9
736182,0,2,0,2025-09-19,West Bengal,Alipurduar,9
736204,1,0,0,2025-09-19,West Bengal,Alipurduar,9
722140,4,0,1,2025-09-19,West Bengal,Bankura,9
722143,5,4,0,2025-09-19,West Bengal,Bankura,9
722149,1,1,0,2025-09-19,West Bengal,Bankura,9
712512,1,0,0,2025-09-19,West Bengal,,9
713102,8,3,0,2025-09-19,West Bengal,,9
713127,0,1,0,2025-09-19,West Bengal,,9
713140,1,0,0,2025-09-19,West Bengal,,9
713144,0,1,0,2025-09-19,West Bengal,,9
713147,3,0,0,2025-09-19,West Bengal,,9
713156,1,0,0,2025-09-19,West Bengal,,9
713203,2,0,0,2025-09-19,West Bengal,,9
713304,2,0,0,2025-09-19,West Bengal,,9
713333,1,1,0,2025-09-19,West Bengal,,9
713381,1,1,0,2025-09-19,West Bengal,,9
713383,1,0,0,2025-09-19,West Bengal,,9
713406,8,0,0,2025-09-19,West Bengal,,9
713422,6,0,0,2025-09-19,West Bengal,,9
713149,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713302,2,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713378,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
731213,5,0,0,2025-09-19,West Bengal,Birbhum,9
731216,4,0,0,2025-09-19,West Bengal,Birbhum,9
731221,7,0,0,2025-09-19,West Bengal,Birbhum,9
731242,1,0,0,2025-09-19,West Bengal,Birbhum,9
735303,1,5,0,2025-09-19,West Bengal,Cooch Behar,9
736131,2,0,0,2025-09-19,West Bengal,Cooch Behar,9
736159,6,0,0,2025-09-19,West Bengal,Cooch Behar,9
736172,3,4,0,2025-09-19,West Bengal,Cooch Behar,9
736180,1,0,0,2025-09-19,West Bengal,Cooch Behar,9
733103,4,0,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
733127,5,2,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
733128,2,1,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
733133,6,2,1,2025-09-19,West Bengal,Dakshin Dinajpur,9
734004,1,0,0,2025-09-19,West Bengal,Darjeeling,9
734011,0,1,0,2025-09-19,West Bengal,Darjeeling,9
734014,2,0,0,2025-09-19,West Bengal,Darjeeling,9
734203,1,1,0,2025-09-19,West Bengal,Darjeeling,9
734224,1,0,0,2025-09-19,West Bengal,Darjeeling,9
721401,1,0,0,2025-09-19,West Bengal,,9
721439,1,0,0,2025-09-19,West Bengal,,9
721446,3,0,0,2025-09-19,West Bengal,,9
721601,1,0,0,2025-09-19,West Bengal,,9
721641,1,0,0,2025-09-19,West Bengal,,9
721657,0,1,0,2025-09-19,West Bengal,,9
711411,0,6,0,2025-09-19,West Bengal,Howrah,9
712101,1,1,0,2025-09-19,West Bengal,Hooghly,9
712102,2,3,0,2025-09-19,West Bengal,Hooghly,9
712104,1,0,0,2025-09-19,West Bengal,Hooghly,9
712246,2,0,0,2025-09-19,West Bengal,Hooghly,9
712248,1,0,0,2025-09-19,West Bengal,Hooghly,9
712249,1,0,0,2025-09-19,West Bengal,Hooghly,9
712306,2,0,0,2025-09-19,West Bengal,Hooghly,9
712513,5,0,0,2025-09-19,West Bengal,Hooghly,9
712613,1,0,0,2025-09-19,West Bengal,Hooghly,9
712706,1,0,0,2025-09-19,West Bengal,Hooghly,9
711101,2,0,1,2025-09-19,West Bengal,Howrah,9
711301,7,3,0,2025-09-19,West Bengal,Howrah,9
711310,2,2,0,2025-09-19,West Bengal,Howrah,9
711314,8,3,0,2025-09-19,West Bengal,Howrah,9
711322,6,0,0,2025-09-19,West Bengal,Howrah,9
711412,4,0,0,2025-09-19,West Bengal,Howrah,9
711413,3,0,0,2025-09-19,West Bengal,Howrah,9
734015,0,1,0,2025-09-19,West Bengal,Jalpaiguri,9
735135,3,5,0,2025-09-19,West Bengal,Jalpaiguri,9
735136,3,0,0,2025-09-19,West Bengal,Jalpaiguri,9
735205,0,1,0,2025-09-19,West Bengal,Jalpaiguri,9
735210,4,5,0,2025-09-19,West Bengal,Jalpaiguri,9
735214,0,1,0,2025-09-19,West Bengal,Jalpaiguri,9
735228,1,2,0,2025-09-19,West Bengal,Jalpaiguri,9
734311,0,1,0,2025-09-19,West Bengal,Kalimpong,9
735303,2,2,0,2025-09-19,West Bengal,Cooch Behar,9
736134,2,0,0,2025-09-19,West Bengal,Cooch Behar,9
736168,1,1,0,2025-09-19,West Bengal,Cooch Behar,9
736170,1,0,0,2025-09-19,West Bengal,Cooch Behar,9
700006,0,3,0,2025-09-19,West Bengal,Kolkata,9
700009,2,2,0,2025-09-19,West Bengal,Kolkata,9
700015,4,2,0,2025-09-19,West Bengal,Kolkata,9
700019,1,1,0,2025-09-19,West Bengal,Kolkata,9
700028,1,0,0,2025-09-19,West Bengal,Kolkata,9
700031,1,0,0,2025-09-19,West Bengal,Kolkata,9
700046,6,1,0,2025-09-19,West Bengal,Kolkata,9
700085,1,1,0,2025-09-19,West Bengal,Kolkata,9
700087,0,1,0,2025-09-19,West Bengal,Kolkata,9
732102,8,2,0,2025-09-19,West Bengal,Malda,9
732123,14,3,0,2025-09-19,West Bengal,Malda,9
732150,1,0,0,2025-09-19,West Bengal,Malda,9
732206,9,0,0,2025-09-19,West Bengal,Malda,9
732208,9,1,0,2025-09-19,West Bengal,Malda,9
732209,3,0,0,2025-09-19,West Bengal,Malda,9
732214,0,2,0,2025-09-19,West Bengal,Malda,9
733124,1,0,0,2025-09-19,West Bengal,Malda,9
732123,1,0,0,2025-09-19,West Bengal,,9
732142,0,1,0,2025-09-19,West Bengal,,9
731234,1,0,0,2025-09-19,West Bengal,Murshidabad,9
742101,1,0,0,2025-09-19,West Bengal,Murshidabad,9
742174,2,0,0,2025-09-19,West Bengal,Murshidabad,9
742226,7,1,0,2025-09-19,West Bengal,Murshidabad,9
742301,7,4,0,2025-09-19,West Bengal,Murshidabad,9
742302,4,1,0,2025-09-19,West Bengal,Murshidabad,9
742308,18,2,0,2025-09-19,West Bengal,Murshidabad,9
742406,7,1,0,2025-09-19,West Bengal,Murshidabad,9
741102,1,0,0,2025-09-19,West Bengal,Nadia,9
741138,1,0,0,2025-09-19,West Bengal,Nadia,9
741163,2,1,0,2025-09-19,West Bengal,Nadia,9
741181,2,0,0,2025-09-19,West Bengal,Nadia,9
741202,1,2,0,2025-09-19,West Bengal,Nadia,9
741223,5,0,0,2025-09-19,West Bengal,Nadia,9
741251,0,1,0,2025-09-19,West Bengal,Nadia,9
741301,1,0,0,2025-09-19,West Bengal,Nadia,9
741313,2,0,0,2025-09-19,West Bengal,Nadia,9
741316,1,0,0,2025-09-19,West Bengal,Nadia,9
741402,2,0,0,2025-09-19,West Bengal,Nadia,9
741502,4,2,0,2025-09-19,West Bengal,Nadia,9
741509,1,0,0,2025-09-19,West Bengal,Nadia,9
700028,1,1,0,2025-09-19,West Bengal,,9
700049,3,0,0,2025-09-19,West Bengal,,9
700089,1,0,0,2025-09-19,West Bengal,,9
700109,2,1,0,2025-09-19,West Bengal,,9
700119,3,0,0,2025-09-19,West Bengal,,9
700124,2,0,0,2025-09-19,West Bengal,,9
700126,2,1,0,2025-09-19,West Bengal,,9
700129,0,1,0,2025-09-19,West Bengal,,9
743129,1,0,0,2025-09-19,West Bengal,,9
743134,1,0,0,2025-09-19,West Bengal,,9
743166,0,1,0,2025-09-19,West Bengal,,9
743233,0,1,0,2025-09-19,West Bengal,,9
743245,1,1,0,2025-09-19,West Bengal,,9
743249,2,0,0,2025-09-19,West Bengal,,9
743286,3,0,0,2025-09-19,West Bengal,,9
743294,2,0,0,2025-09-19,West Bengal,,9
743428,1,1,0,2025-09-19,West Bengal,,9
743437,3,2,0,2025-09-19,West Bengal,,9
743438,1,0,0,2025-09-19,West Bengal,,9
743442,3,0,0,2025-09-19,West Bengal,,9
700101,1,0,0,2025-09-19,West Bengal,North 24 Parganas,9
700125,1,0,0,2025-09-19,West Bengal,North 24 Parganas,9
713213,2,0,0,2025-09-19,West Bengal,Paschim Bardhaman,9
713347,1,1,0,2025-09-19,West Bengal,Paschim Bardhaman,9
713357,1,0,0,2025-09-19,West Bengal,Paschim Bardhaman,9
713369,0,1,0,2025-09-19,West Bengal,Paschim Bardhaman,9
721133,6,1,0,2025-09-19,West Bengal,Paschim Medinipur,9
721160,5,0,0,2025-09-19,West Bengal,Paschim Medinipur,9
721165,0,1,0,2025-09-19,West Bengal,Paschim Medinipur,9
721201,5,1,0,2025-09-19,West Bengal,Paschim Medinipur,9
721304,2,0,0,2025-09-19,West Bengal,Paschim Medinipur,9
721457,1,1,0,2025-09-19,West Bengal,Paschim Medinipur,9
721505,4,0,0,2025-09-19,West Bengal,Paschim Medinipur,9
721513,1,0,0,2025-09-19,West Bengal,Paschim Medinipur,9
721516,3,0,0,2025-09-19,West Bengal,Paschim Medinipur,9
713104,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713126,0,1,0,2025-09-19,West Bengal,Purba Bardhaman,9
713142,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713408,2,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713424,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713428,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
721152,6,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721401,8,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721422,10,2,0,2025-09-19,West Bengal,Purba Medinipur,9
721423,3,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721434,1,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721443,3,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721446,1,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721450,1,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721458,1,1,0,2025-09-19,West Bengal,Purba Medinipur,9
721626,2,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721634,2,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721648,2,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721650,4,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721659,1,0,0,2025-09-19,West Bengal,Purba Medinipur,9
723103,1,0,0,2025-09-19,West Bengal,Purulia,9
723147,1,0,0,2025-09-19,West Bengal,Purulia,9
723133,4,2,0,2025-09-19,West Bengal,,9
723151,7,1,0,2025-09-19,West Bengal,,9
723163,2,0,0,2025-09-19,West Bengal,,9
723214,1,0,0,2025-09-19,West Bengal,,9
700066,0,2,0,2025-09-19,West Bengal,,9
700082,1,2,0,2025-09-19,West Bengal,,9
700145,6,2,0,2025-09-19,West Bengal,,9
700154,1,1,0,2025-09-19,West Bengal,,9
743332,4,1,0,2025-09-19,West Bengal,,9
743347,3,0,0,2025-09-19,West Bengal,,9
743351,0,1,0,2025-09-19,West Bengal,,9
743363,2,0,0,2025-09-19,West Bengal,,9
743368,7,3,0,2025-09-19,West Bengal,,9
743373,9,1,0,2025-09-19,West Bengal,,9
743374,1,1,0,2025-09-19,West Bengal,,9
733103,1,0,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
700103,2,3,0,2025-09-19,West Bengal,South 24 Parganas,9
700137,1,1,0,2025-09-19,West Bengal,South 24 Parganas,9
743329,4,0,0,2025-09-19,West Bengal,South 24 Parganas,9
743503,1,0,0,2025-09-19,West Bengal,South 24 Parganas,9
733143,0,1,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733144,2,0,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733156,4,1,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733202,24,23,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733211,4,3,0,2025-09-19,West Bengal,Uttar Dinajpur,9
735213,1,0,0,2025-09-19,West Bengal,Alipurduar,9
736206,0,1,0,2025-09-19,West Bengal,Alipurduar,9
722102,0,3,0,2025-09-19,West Bengal,Bankura,9
722136,4,1,1,2025-09-19,West Bengal,Bankura,9
722138,2,0,0,2025-09-19,West Bengal,Bankura,9
722150,3,1,0,2025-09-19,West Bengal,Bankura,9
722151,2,1,0,2025-09-19,West Bengal,Bankura,9
722160,1,0,0,2025-09-19,West Bengal,Bankura,9
722164,1,0,0,2025-09-19,West Bengal,Bankura,9
722175,0,1,0,2025-09-19,West Bengal,Bankura,9
722201,1,0,0,2025-09-19,West Bengal,Bankura,9
722206,5,2,0,2025-09-19,West Bengal,Bankura,9
713121,3,0,0,2025-09-19,West Bengal,,9
713141,4,2,0,2025-09-19,West Bengal,,9
713142,4,1,0,2025-09-19,West Bengal,,9
713143,4,0,0,2025-09-19,West Bengal,,9
713150,1,0,0,2025-09-19,West Bengal,,9
713151,4,0,0,2025-09-19,West Bengal,,9
713158,1,0,0,2025-09-19,West Bengal,,9
713167,0,1,0,2025-09-19,West Bengal,,9
713205,2,0,0,2025-09-19,West Bengal,,9
713213,2,0,0,2025-09-19,West Bengal,,9
713323,1,0,0,2025-09-19,West Bengal,,9
713334,2,1,0,2025-09-19,West Bengal,,9
713358,4,0,0,2025-09-19,West Bengal,,9
713359,1,1,0,2025-09-19,West Bengal,,9
713363,3,0,0,2025-09-19,West Bengal,,9
713368,1,0,0,2025-09-19,West Bengal,,9
713407,0,1,0,2025-09-19,West Bengal,,9
713427,2,0,0,2025-09-19,West Bengal,,9
713513,7,1,0,2025-09-19,West Bengal,,9
712410,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713103,2,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713143,2,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713146,0,2,0,2025-09-19,West Bengal,Purba Bardhaman,9
713151,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713430,0,1,0,2025-09-19,West Bengal,Purba Bardhaman,9
731201,6,1,0,2025-09-19,West Bengal,Birbhum,9
731202,0,1,0,2025-09-19,West Bengal,Birbhum,9
731224,7,0,0,2025-09-19,West Bengal,Birbhum,9
731245,1,1,0,2025-09-19,West Bengal,Birbhum,9
735211,1,0,0,2025-09-19,West Bengal,Cooch Behar,9
736133,1,0,0,2025-09-19,West Bengal,Cooch Behar,9
736134,10,0,1,2025-09-19,West Bengal,Cooch Behar,9
736135,19,7,0,2025-09-19,West Bengal,Cooch Behar,9
736156,5,0,0,2025-09-19,West Bengal,Cooch Behar,9
736169,1,1,0,2025-09-19,West Bengal,Cooch Behar,9
736171,2,0,0,2025-09-19,West Bengal,Cooch Behar,9
736207,1,0,0,2025-09-19,West Bengal,Cooch Behar,9
733101,1,0,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
733125,23,0,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
733126,1,0,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
733145,1,1,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
734005,2,2,0,2025-09-19,West Bengal,Darjeeling,9
734121,1,0,0,2025-09-19,West Bengal,Darjeeling,9
734427,2,0,0,2025-09-19,West Bengal,Darjeeling,9
734429,0,1,1,2025-09-19,West Bengal,Darjeeling,9
734436,1,0,0,2025-09-19,West Bengal,Darjeeling,9
734427,3,0,0,2025-09-19,West Bengal,Darjeeling,9
721144,1,0,0,2025-09-19,West Bengal,,9
721453,1,0,0,2025-09-19,West Bengal,,9
711110,1,1,0,2025-09-19,West Bengal,Howrah,9
711226,1,0,0,2025-09-19,West Bengal,Howrah,9
711302,7,3,0,2025-09-19,West Bengal,Howrah,9
711309,1,0,0,2025-09-19,West Bengal,Howrah,9
711404,1,0,0,2025-09-19,West Bengal,Howrah,9
711415,1,0,0,2025-09-19,West Bengal,Howrah,9
712134,2,0,0,2025-09-19,West Bengal,Hooghly,9
712149,5,0,0,2025-09-19,West Bengal,Hooghly,9
712221,2,0,0,2025-09-19,West Bengal,Hooghly,9
712222,2,1,0,2025-09-19,West Bengal,Hooghly,9
712247,1,1,0,2025-09-19,West Bengal,Hooghly,9
712250,1,0,0,2025-09-19,West Bengal,Hooghly,9
712305,9,0,0,2025-09-19,West Bengal,Hooghly,9
712401,11,0,0,2025-09-19,West Bengal,Hooghly,9
712403,9,4,0,2025-09-19,West Bengal,Hooghly,9
712406,3,0,0,2025-09-19,West Bengal,Hooghly,9
712412,6,0,0,2025-09-19,West Bengal,Hooghly,9
712504,1,0,0,2025-09-19,West Bengal,Hooghly,9
712515,2,1,0,2025-09-19,West Bengal,Hooghly,9
712602,2,0,0,2025-09-19,West Bengal,Hooghly,9
712615,1,0,0,2025-09-19,West Bengal,Hooghly,9
712708,1,1,0,2025-09-19,West Bengal,Hooghly,9
711114,4,1,0,2025-09-19,West Bengal,Howrah,9
711309,1,0,0,2025-09-19,West Bengal,Howrah,9
711315,12,2,0,2025-09-19,West Bengal,Howrah,9
711411,3,0,0,2025-09-19,West Bengal,Howrah,9
711416,1,0,0,2025-09-19,West Bengal,Howrah,9
712138,1,0,0,2025-09-19,West Bengal,Hooghly,9
734001,2,1,0,2025-09-19,West Bengal,Jalpaiguri,9
734006,3,0,0,2025-09-19,West Bengal,Jalpaiguri,9
734008,2,0,0,2025-09-19,West Bengal,Jalpaiguri,9
735101,2,2,0,2025-09-19,West Bengal,Jalpaiguri,9
735121,5,1,0,2025-09-19,West Bengal,Jalpaiguri,9
735132,5,3,0,2025-09-19,West Bengal,Jalpaiguri,9
735213,2,1,0,2025-09-19,West Bengal,Jalpaiguri,9
735220,1,0,0,2025-09-19,West Bengal,Jalpaiguri,9
735233,3,6,1,2025-09-19,West Bengal,Jalpaiguri,9
735306,0,1,0,2025-09-19,West Bengal,Jalpaiguri,9
736202,0,1,0,2025-09-19,West Bengal,Jalpaiguri,9
721135,1,0,0,2025-09-19,West Bengal,Jhargram,9
721147,1,0,0,2025-09-19,West Bengal,Jhargram,9
735122,3,3,0,2025-09-19,West Bengal,Cooch Behar,9
736146,5,3,0,2025-09-19,West Bengal,Cooch Behar,9
736171,1,0,0,2025-09-19,West Bengal,Cooch Behar,9
736176,0,1,0,2025-09-19,West Bengal,Cooch Behar,9
736207,1,0,0,2025-09-19,West Bengal,Cooch Behar,9
700002,0,1,0,2025-09-19,West Bengal,Kolkata,9
700008,0,1,0,2025-09-19,West Bengal,Kolkata,9
700040,1,0,0,2025-09-19,West Bengal,Kolkata,9
700088,1,0,0,2025-09-19,West Bengal,Kolkata,9
732125,19,2,0,2025-09-19,West Bengal,Malda,9
732210,3,0,1,2025-09-19,West Bengal,Malda,9
732128,1,0,0,2025-09-19,West Bengal,,9
732139,4,0,0,2025-09-19,West Bengal,,9
732141,1,1,0,2025-09-19,West Bengal,,9
732201,0,1,0,2025-09-19,West Bengal,,9
732214,0,1,0,2025-09-19,West Bengal,,9
731221,4,7,0,2025-09-19,West Bengal,Murshidabad,9
742147,2,0,0,2025-09-19,West Bengal,Murshidabad,9
742149,4,0,0,2025-09-19,West Bengal,Murshidabad,9
742164,0,1,0,2025-09-19,West Bengal,Murshidabad,9
742168,8,2,0,2025-09-19,West Bengal,Murshidabad,9
742175,14,3,0,2025-09-19,West Bengal,Murshidabad,9
742213,59,0,0,2025-09-19,West Bengal,Murshidabad,9
742225,3,0,0,2025-09-19,West Bengal,Murshidabad,9
742229,3,0,0,2025-09-19,West Bengal,Murshidabad,9
742237,12,0,0,2025-09-19,West Bengal,Murshidabad,9
742303,11,0,0,2025-09-19,West Bengal,Murshidabad,9
742306,10,2,0,2025-09-19,West Bengal,Murshidabad,9
741122,4,0,0,2025-09-19,West Bengal,Nadia,9
741153,1,0,0,2025-09-19,West Bengal,Nadia,9
741154,6,0,0,2025-09-19,West Bengal,Nadia,9
741161,1,0,0,2025-09-19,West Bengal,Nadia,9
741222,4,0,0,2025-09-19,West Bengal,Nadia,9
741235,1,3,0,2025-09-19,West Bengal,Nadia,9
741238,1,1,0,2025-09-19,West Bengal,Nadia,9
741248,10,0,0,2025-09-19,West Bengal,Nadia,9
741249,3,3,1,2025-09-19,West Bengal,Nadia,9
741507,7,2,0,2025-09-19,West Bengal,Nadia,9
700051,1,0,0,2025-09-19,West Bengal,,9
700059,1,0,0,2025-09-19,West Bengal,,9
700102,3,0,0,2025-09-19,West Bengal,,9
700117,1,0,0,2025-09-19,West Bengal,,9
700121,1,2,0,2025-09-19,West Bengal,,9
700131,2,0,0,2025-09-19,West Bengal,,9
743133,1,1,0,2025-09-19,West Bengal,,9
743247,1,0,0,2025-09-19,West Bengal,,9
743248,4,5,0,2025-09-19,West Bengal,,9
743251,8,2,0,2025-09-19,West Bengal,,9
743291,1,1,0,2025-09-19,West Bengal,,9
743292,3,0,0,2025-09-19,West Bengal,,9
743411,2,0,0,2025-09-19,West Bengal,,9
743412,2,0,0,2025-09-19,West Bengal,,9
743423,23,0,1,2025-09-19,West Bengal,,9
743425,11,3,0,2025-09-19,West Bengal,,9
743702,1,1,0,2025-09-19,West Bengal,,9
700058,1,0,0,2025-09-19,West Bengal,North 24 Parganas,9
700130,5,2,0,2025-09-19,West Bengal,North 24 Parganas,9
743126,0,0,1,2025-09-19,West Bengal,North 24 Parganas,9
743249,1,0,0,2025-09-19,West Bengal,North 24 Parganas,9
713303,1,0,0,2025-09-19,West Bengal,Paschim Bardhaman,9
713325,2,0,0,2025-09-19,West Bengal,Paschim Bardhaman,9
713358,0,1,3,2025-09-19,West Bengal,Paschim Bardhaman,9
713384,0,1,0,2025-09-19,West Bengal,Paschim Bardhaman,9
721121,2,1,0,2025-09-19,West Bengal,Paschim Medinipur,9
721136,1,3,0,2025-09-19,West Bengal,Paschim Medinipur,9
721148,3,6,0,2025-09-19,West Bengal,Paschim Medinipur,9
721156,1,0,0,2025-09-19,West Bengal,Paschim Medinipur,9
721232,2,1,0,2025-09-19,West Bengal,Paschim Medinipur,9
721242,3,2,0,2025-09-19,West Bengal,Paschim Medinipur,9
721424,7,0,0,2025-09-19,West Bengal,Paschim Medinipur,9
721445,5,0,0,2025-09-19,West Bengal,Paschim Medinipur,9
721501,4,1,0,2025-09-19,West Bengal,Paschim Medinipur,9
721506,31,1,0,2025-09-19,West Bengal,Paschim Medinipur,9
721517,1,1,0,2025-09-19,West Bengal,Paschim Medinipur,9
713127,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713145,2,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713406,2,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
713409,0,0,1,2025-09-19,West Bengal,Purba Bardhaman,9
713512,2,2,0,2025-09-19,West Bengal,Purba Bardhaman,9
713519,1,0,0,2025-09-19,West Bengal,Purba Bardhaman,9
721131,1,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721137,3,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721139,9,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721168,1,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721425,3,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721427,1,2,0,2025-09-19,West Bengal,Purba Medinipur,9
721452,2,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721454,2,2,0,2025-09-19,West Bengal,Purba Medinipur,9
721603,7,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721632,1,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721636,3,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721642,3,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721645,1,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721652,9,0,0,2025-09-19,West Bengal,Purba Medinipur,9
721668,1,0,0,2025-09-19,West Bengal,Purba Medinipur,9
722153,2,0,0,2025-09-19,West Bengal,,9
723102,2,0,0,2025-09-19,West Bengal,,9
723126,8,0,0,2025-09-19,West Bengal,,9
723130,3,0,0,2025-09-19,West Bengal,,9
723146,3,2,0,2025-09-19,West Bengal,,9
723153,5,1,0,2025-09-19,West Bengal,,9
700104,0,2,0,2025-09-19,West Bengal,,9
700142,0,1,0,2025-09-19,West Bengal,,9
700144,3,0,0,2025-09-19,West Bengal,,9
700153,1,0,0,2025-09-19,West Bengal,,9
743312,6,3,0,2025-09-19,West Bengal,,9
743318,0,2,0,2025-09-19,West Bengal,,9
743330,4,3,0,2025-09-19,West Bengal,,9
743378,3,0,0,2025-09-19,West Bengal,,9
743387,6,0,0,2025-09-19,West Bengal,,9
743399,1,0,0,2025-09-19,West Bengal,,9
743507,1,0,0,2025-09-19,West Bengal,,9
743609,1,3,0,2025-09-19,West Bengal,,9
743610,11,4,0,2025-09-19,West Bengal,,9
733121,2,1,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
733124,2,0,0,2025-09-19,West Bengal,Dakshin Dinajpur,9
700145,0,2,0,2025-09-19,West Bengal,South 24 Parganas,9
743318,5,0,0,2025-09-19,West Bengal,South 24 Parganas,9
743338,3,3,0,2025-09-19,West Bengal,South 24 Parganas,9
743374,1,0,0,2025-09-19,West Bengal,South 24 Parganas,9
743399,1,0,0,2025-09-19,West Bengal,South 24 Parganas,9
733128,6,1,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733130,0,2,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733134,6,0,1,2025-09-19,West Bengal,Uttar Dinajpur,9
733209,12,4,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733210,41,10,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733215,12,5,0,2025-09-19,West Bengal,Uttar Dinajpur,9
733216,3,2,0,2025-09-19,West Bengal,Uttar Dinajpur,9
721126,0,1,0,2025-09-19,West Bengal,,9
721133,3,2,0,2025-09-19,West Bengal,,9
721140,1,0,0,2025-09-19,West Bengal,,9
721232,3,1,0,2025-09-19,West Bengal,,9
721242,1,1,0,2025-09-19,West Bengal,,9
721426,2,0,0,2025-09-19,West Bengal,,9
721506,21,0,0,2025-09-19,West Bengal,,9
736123,0,0,1,2025-09-19,West Bengal,Alipurduar,9
736208,1,0,0,2025-09-19,West Bengal,Alipurduar,9
722121,2,0,0,2025-09-19,West Bengal,Bankura,9
722122,6,1,0,2025-09-19,West Bengal,Bankura,9
722132,3,1,0,2025-09-19,West Bengal,Bankura,9
722133,8,1,0,2025-09-19,West Bengal,Bankura,9
722137,3,1,0,2025-09-19,West Bengal,Bankura,9
722145,1,0,0,2025-09-19,West Bengal,Bankura,9
722155,1,0,0,2025-09-19,West Bengal,Bankura,9
722162,2,0,0,2025-09-19,West Bengal,Bankura,9
722166,0,1,0,2025-09-19,West Bengal,Bankura,9
722172,7,1,0,2025-09-19,West Bengal,Bankura,9
722177,1,0,0,2025-09-19,West Bengal,Bankura,9
712410,5,0,0,2025-09-19,West Bengal,,9
713101,5,1,0,2025-09-19,West Bengal,,9
713129,10,0,0,2025-09-19,West Bengal,,9
713145,4,0,0,2025-09-19,West Bengal,,9
713148,7,1,0,2025-09-19,West Bengal,,9
713152,1,0,0,2025-09-19,West Bengal,,9
713154,1,0,0,2025-09-19,West Bengal,,9
713212,0,1,0,2025-09-19,West Bengal,,9
713335,20,2,0,2025-09-19,West Bengal,,9
713336,1,2,0,2025-09-19,West Bengal,,9
713337,0,2,0,2025-09-19,West Bengal,,9
713360,1,0,0,2025-09-19,West Bengal,,9
713408,6,2,0,2025-09-19,West Bengal,,9
713409,2,0,0,2025-09-19,West Bengal,,9
713434,1,0,0,2025-09-19,West Bengal,,9
713512,4,1,0,2025-09-19,West Bengal,,9
713346,0,1,0,2025-09-19,West Bengal,Purba Bardhaman,9
